Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type,First Seen,Last Seen,Duration,Text,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,focus_vs_other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,705676050,360,584,Image,2024-09-27,2024-10-18,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,,Other,Reels,Direct,Facebook,23483.07,3042170,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,648222042,360,537,Text,2024-08-02,2024-08-10,0,Start your Babylist registry now to get your Hello Baby Box.,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fwww.babylist.com%252Fregistry%252Fnew%26h%3DAT0KrM6bMZY-Pi1qWlXuTYeumRA2KNNspvlAbtbFFTU0Soyw9Ea4_zvOe7O0R-l_AdnGe9KluSlTVIZAzCeoVt528vzt_2wn3lsacYoCLKhspesc6GKUazFLArfzD6rBGjT5fdkCFBoX385-FplURrDDDT01P7uc,https://s3.amazonaws.com/YM_Ads/7545387160006169942.png,https://www.facebook.com/1036403921183988,Other,Reels,Direct,Facebook,1444.47,199290,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,705676050,360,584,Image,2024-09-27,2024-10-18,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,,Other,Stories,Direct,Facebook,3196.26,415187,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,681184754,360,558,Text,2024-08-21,2024-08-21,0,Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from A,,https://s3.amazonaws.com/YM_Ads/-6824496285024847343.png,https://www.facebook.com/1063955128428867,Other,Reels,Direct,Facebook,849.56,117210,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,719832662,375,586,Other,2024-10-09,2025-06-06,0,"Compare baby gear prices across top stores like Amazon, Walmart, and Target with Babylist. Save big on every purchase!",,,,Other,Feed,Direct,Facebook,1404.85,210841,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,681184754,360,558,Text,2024-08-21,2024-08-21,0,Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from A,,https://s3.amazonaws.com/YM_Ads/-6824496285024847343.png,https://www.facebook.com/1063955128428867,Other,Stories,Direct,Facebook,283.19,39070,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,719832662,375,586,Other,2024-10-09,2025-06-06,0,"Compare baby gear prices across top stores like Amazon, Walmart, and Target with Babylist. Save big on every purchase!",,,,Other,Reels,Direct,Facebook,985.81,127300,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,681184754,360,558,Text,2024-08-21,2024-08-21,0,Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from A,,https://s3.amazonaws.com/YM_Ads/-6824496285024847343.png,https://www.facebook.com/1063955128428867,Other,Feed,Direct,Facebook,12460.19,1719080,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,870819662,430,952,Video,2025-04-13,2025-04-29,15,Loading kids in the car just got easier with this rotating convertible car seat by Graco.,,https://s3.amazonaws.com/YM_Ads/-8495990184264917916.png,https://www.facebook.com/1227722985385413,Other,Reels,Direct,Facebook,292.29,43867,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,826025823,375,586,Other,2025-03-18,2025-04-27,0,EasyTurn 360 Convertible Car Seat,,,,Other,Marketplace,Direct,Facebook,4470.84,648294,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,870819662,430,952,Video,2025-04-13,2025-04-29,15,Loading kids in the car just got easier with this rotating convertible car seat by Graco.,,https://s3.amazonaws.com/YM_Ads/-8495990184264917916.png,https://www.facebook.com/1227722985385413,Other,Feed,Direct,Facebook,1598.56,239912,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,886911186,375,586,Other,2025-04-21,2025-04-30,0,"MAM 9oz Easy Start Anti-Colic Baby Bottles, Medium Flow with Bonus Fast Flow Nipple, Breastfeeding-Like Silicone, Reduces Colic and Gas, Easy-to-Clean, BPA-Free, 2 Plus Months",,,,Other,Marketplace,Direct,Facebook,14521.5,2179397,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,911941019,430,618,Image,2025-05-25,2025-07-22,0,Travel systems—car seat + stroller combos—make getting out with your baby a lot easier.,https://www.babylist.com/hello-baby/best-travel-systems,https://s3.amazonaws.com/YM_Ads/2674534259385832850.png,https://www.facebook.com/1275629137261464,Other,Feed,Direct,Facebook,60543.41,8868967,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,946468341,430,437,Video,2025-07-07,2025-07-14,10,Gerber invented Puffs & Yogurt Melts for tiny hands & peace of mind! Always made with no artificial sweeteners or artificial flavors  #Gerber #ParentFriendlyWorld,,https://s3.amazonaws.com/YM_Ads/-2436895366988289802.png,,Other,Feed,Direct,Facebook,793.56,112114,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,911941019,430,618,Image,2025-05-25,2025-07-22,0,Travel systems—car seat + stroller combos—make getting out with your baby a lot easier.,https://www.babylist.com/hello-baby/best-travel-systems,https://s3.amazonaws.com/YM_Ads/2674534259385832850.png,https://www.facebook.com/1275629137261464,Other,Reels,Direct,Facebook,6186.09,921182,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,494302107,375,586,Text,2023-10-24,2024-01-12,0,,https://www.babylist.com/find,,https://www.facebook.com/892119978945717,Other,Other,Direct,Facebook,14559.68,2088907,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,701973666,375,586,Other,2024-09-18,2024-10-05,0,Honest Sensitive Skin Line,,,,Other,Feed,Direct,Facebook,3595.74,484984,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,512121476,586,375,Other,2024-01-22,2024-02-12,0,Limited Time Offer babylist.com ✨ Kick off the new year with a $500 Gift Card!   Create and build your baby registry now for a chance to win.,,,,Other,Other,Direct,Facebook,4506.91,646615,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,758269909,430,938,Video,2024-12-06,2024-12-06,16,"From chilled teethers to soothing gels, we answer the top five FAQ’s the internet has about teething.",https://www.babylist.com/hello-baby/baby-teething-tips,https://s3.amazonaws.com/YM_Ads/-6851669034897016678.png,,Other,Feed,Direct,Facebook,340.99,42306,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,524172253,360,486,Image,2023-03-25,2025-07-14,0,From the Best Baby Registry Learn More,https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/7507470822206149681.png,,Other,Marketplace,Direct,Facebook,9695.88,1281623,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,931936841,430,520,Carousel,2025-06-18,2025-06-29,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-7699933504104861364.png,,Other,Feed,Direct,Facebook,121716.84,18267303,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,524172253,360,486,Image,2023-03-25,2025-07-14,0,From the Best Baby Registry Learn More,https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/7507470822206149681.png,,Other,Feed,Direct,Facebook,16493.93,2209861,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,931936841,430,520,Carousel,2025-06-18,2025-06-29,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-7699933504104861364.png,,Other,Reels,Direct,Facebook,1795.09,269409,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,524172253,360,486,Image,2023-03-25,2025-07-14,0,From the Best Baby Registry Learn More,https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/7507470822206149681.png,,Other,Other,Direct,Facebook,1966.85,282188,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,931936841,430,520,Carousel,2025-06-18,2025-06-29,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-7699933504104861364.png,,Other,Other,Direct,Facebook,1042.14,156405,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,524664385,360,558,Text,2024-02-17,2024-02-17,0,What will baby actually need? Find out with our interactive checklist. Get started now!,https://www.babylist.com/find,https://s3.amazonaws.com/YM_Ads/350966109078414960.png,https://www.facebook.com/889032182587830,Other,Other,Direct,Facebook,309.59,44417,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,671576796,360,642,Text,2024-07-31,2024-08-02,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fbabylist.visitlink.me%252FwkgNd5%26h%3DAT0RTTL8NlSdqCzGDA5oXMu5p7_bkc3OoOa-Be6Adb2csOsCyWjKQwnVn5kG2ityUbDrbMZ1Zvq9cujjxxicU9Z431UVU8KgwTTiL4G_qucf5DfGD-Xffnn7C4sA4i7FQHSCwvj2stk_B6iMBuq0RIn6JfLOYk8K,https://s3.amazonaws.com/YM_Ads/2571694838617736026.png,https://www.facebook.com/1049458016545245,Other,Feed,Direct,Facebook,24547.5,3386735,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,531552721,360,642,Text,2024-03-01,2024-05-08,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Limited time offer: FREE Hello Baby",https://www.babylist.com/find,https://s3.amazonaws.com/YM_Ads/2885728286342884173.png,https://www.facebook.com/830846338406415,Other,Reels,Direct,Facebook,39148.56,5419301,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,671576796,360,642,Text,2024-07-31,2024-08-02,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fbabylist.visitlink.me%252FwkgNd5%26h%3DAT0RTTL8NlSdqCzGDA5oXMu5p7_bkc3OoOa-Be6Adb2csOsCyWjKQwnVn5kG2ityUbDrbMZ1Zvq9cujjxxicU9Z431UVU8KgwTTiL4G_qucf5DfGD-Xffnn7C4sA4i7FQHSCwvj2stk_B6iMBuq0RIn6JfLOYk8K,https://s3.amazonaws.com/YM_Ads/2571694838617736026.png,https://www.facebook.com/1049458016545245,Other,Reels,Direct,Facebook,3393.37,468173,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,531552721,360,642,Text,2024-03-01,2024-05-08,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Limited time offer: FREE Hello Baby",https://www.babylist.com/find,https://s3.amazonaws.com/YM_Ads/2885728286342884173.png,https://www.facebook.com/830846338406415,Other,Feed,Direct,Facebook,359386.77,49885487,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,671576796,360,642,Text,2024-07-31,2024-08-02,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fbabylist.visitlink.me%252FwkgNd5%26h%3DAT0RTTL8NlSdqCzGDA5oXMu5p7_bkc3OoOa-Be6Adb2csOsCyWjKQwnVn5kG2ityUbDrbMZ1Zvq9cujjxxicU9Z431UVU8KgwTTiL4G_qucf5DfGD-Xffnn7C4sA4i7FQHSCwvj2stk_B6iMBuq0RIn6JfLOYk8K,https://s3.amazonaws.com/YM_Ads/2571694838617736026.png,https://www.facebook.com/1049458016545245,Other,Stories,Direct,Facebook,281.02,38772,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,531552721,360,642,Text,2024-03-01,2024-05-08,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Limited time offer: FREE Hello Baby",https://www.babylist.com/find,https://s3.amazonaws.com/YM_Ads/2885728286342884173.png,https://www.facebook.com/830846338406415,Other,Stories,Direct,Facebook,6290.88,871423,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,748746353,430,626,Image,2024-11-24,2024-11-24,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/-5286251803121886566.png,,Other,Feed,Direct,Facebook,3604.59,456159,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,593633017,375,586,Other,2024-04-19,2024-04-23,0,Over 60 ways to ride,,,,Other,Feed,Direct,Facebook,1444.17,192833,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,778240584,430,496,Image,2025-01-10,2025-01-14,0,Parents and doctors alike recommend these prenatal vitamins to make sure you and your baby get all the nutrients you need.,https://www.babylist.com/hello-baby/best-prenatal-vitamins,https://s3.amazonaws.com/YM_Ads/-2099858896563547567.png,,Other,Feed,Direct,Facebook,1503.87,208109,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,601770206,360,508,Text,2024-05-06,2024-05-16,0,"Stealth mode, activated.",https://m.facebook.com/babylist?fref=nf&__tn__=%7E%7E-R,https://s3.amazonaws.com/YM_Ads/7765437119112267369.png,https://www.facebook.com/25851389844476837,Other,Stories,Direct,Facebook,575.46,76839,focus
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,886200147,375,586,Other,2025-04-17,2025-05-12,0,The best gift? Memories that last. The next… See more,,,,Other,Reels,Direct,Facebook,6154.62,923690,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,601770206,360,508,Text,2024-05-06,2024-05-16,0,"Stealth mode, activated.",https://m.facebook.com/babylist?fref=nf&__tn__=%7E%7E-R,https://s3.amazonaws.com/YM_Ads/7765437119112267369.png,https://www.facebook.com/25851389844476837,Other,Feed,Direct,Facebook,558.24,74539,focus
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,886200147,375,586,Other,2025-04-17,2025-05-12,0,The best gift? Memories that last. The next… See more,,,,Other,Feed,Direct,Facebook,7158.55,1074359,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,699181628,375,586,Other,2024-09-10,2024-09-30,0,"No interest, membership fees, or credit checks",,,,Other,Feed,Direct,Facebook,1424.86,196584,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,586757602,360,805,Video,2024-04-13,2024-04-26,0,Can we find the perfect Nuna infant car seat for your family? Let’s find out.,https://www.babylist.com/hello-baby/nuna-infant-car-seat-comparison-video?utm_source=fbig&utm_campaign=nuna&utm_content=custom_content,https://s3.amazonaws.com/YM_Ads/2666984629465324593.png,,Other,Feed,Direct,Facebook,846.1,112976,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,771607017,375,586,Other,2023-07-02,2025-05-11,0,Product image,,,,Other,Feed,Direct,Facebook,2047.98,286104,focus
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,603771067,360,548,Image,2024-06-25,2025-07-21,0,"Prepare for baby’s arrival with Babylist. Free checklists, universal registry, guides and more. Get started now!",,https://s3.amazonaws.com/YM_Ads/5039339512593702658.png,,Other,Feed,Direct,Facebook,43913.82,6225723,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,774743526,375,586,Other,2024-04-26,2024-04-26,0,PIPA? Aire? URBN? Follow the flowchart to find out.,,,,Other,Feed,Direct,Facebook,281.37,37571,focus
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,603771067,360,548,Image,2024-06-25,2025-07-21,0,"Prepare for baby’s arrival with Babylist. Free checklists, universal registry, guides and more. Get started now!",,https://s3.amazonaws.com/YM_Ads/5039339512593702658.png,,Other,Reels,Direct,Facebook,109989.97,15410885,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,776684436,375,586,Other,2024-12-26,2024-12-26,0,Money Saving Hack,,,,Other,Ads on Reel,Direct,Facebook,336.4,41736,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,610162360,375,586,Other,2024-05-16,2024-05-27,0,Video: Inside KiwiCo Panda Crate,,,,Other,Feed,Direct,Facebook,547.79,73144,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,942373711,430,520,Carousel,2025-06-30,2025-07-03,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/7254787597954678666.png,,Other,Reels,Direct,Facebook,269.95,38138,other
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,610162360,375,586,Other,2024-05-16,2024-05-27,0,Video: Inside KiwiCo Panda Crate,,,,Other,Reels,Direct,Facebook,577.11,77059,other
